printer_id,printer_name
400000033809,Xerox AltaLink C8135
400000026866,Samsung ML-2855ND
400000028764,HP LaserJet Enterprise 500 M575fw
400000026730,Xerox Phaser 3122
400000028831,HP LaserJet Ultra MFP M134a
400000028869,Samsung SF-760P
400000027688,Konica Minolta Bizhub C200
400000032398,Xerox Versant 2100 Press
400000028913,Unknown
400000031031,Konica Minolta bizhub 224e
400000032434,Konica Minolta Bizhub C360i
400000033500,Konica Minolta bizhub 266
400000026743,Samsung ML-1640
400000028907,Brother HL-1450
400000033534,Konica Minolta MagiColor 4750EN
400000028722,Canon i-SENSYS LBP5360
400000033483,Konica Minolta Bizhub 4020i
400000033658,Xerox Versalink B7125
400000028021,Xerox Phaser 6121MFP
400000028903,Brother HL-1430
400000028872,Samsung Xpress SL-M2026
400000026228,Kyocera Ecosys FS-1135MFP
400000033271,Canon imageRUNNER ADVANCE C7280
400000026935,Ricoh SP 203SFN
400000033557,Xerox D100
400000026351,Kyocera TASKAlfa 255b
400000033457,Konica Minolta Bizhub C301i
400000028030,Samsung CLX-3160
400000024357,Kyocera Ecosys M4132idn
400000027061,Canon i-SENSYS LBP6200d
400000029513,Pantum M6000
400000032432,Konica Minolta Bizhub C550i
400000033657,Xerox Versalink B7135
400000026505,Canon i-SENSYS LBP3000
400000026559,HP LaserJet M3035 mfp
400000026803,Samsung SCX-3400
400000028825,HP LaserJet Pro MFP M227sdn
400000030724,Kyocera Ecosys M8130cidn
400000028991,Canon PC 428
400000027124,HP LaserJet Pro M132a
400000026547,Canon i-SENSYS LBP352X
400000026951,Samsung SCX-6555N
400000033444,Konica Minolta MagiColor 3730DN
400000027092,Canon i-SENSYS MF4730
400000026630,HP LaserJet Pro MFP M125rnw
400000026235,Kyocera Ecosys P2040dn
400000028902,Brother HL-1420
400000026967,Xerox WorkCentre 3045B
400000032417,Konica Minolta Bizhub PRO 1200P
400000026654,Samsung ML-1250
400000029780,Kyocera Ecosys M6026cdn
400000033412,Konica Minolta bizhub 164
400000028812,Canon i-SENSYS MF231
400000033541,Konica Minolta MagiColor 7450 II GA
400000033494,Konica Minolta Bizhub 4751i
400000026211,Kyocera FS-1370DN
400000032428,Konica Minolta Bizhub C227i
400000026343,Kyocera TASKAlfa 220
