printer_id,printer_name,cartridges,parts
400000026282,Kyocera Ecosys M3645idn,"[""400000026280"", ""400000030521""]","[""400000030648"", ""400000024174"", ""400000030652"", ""400000030650"", ""400000030649"", ""400000024601""]"
400000033586,Konica Minolta PagePro 1480MF,[],[]
400000032421,Konica Minolta Bizhub Press 2250P,"[""400000024192""]","[""400000032173"", ""400000031867"", ""400000031932"", ""400000031868"", ""400000033724"", ""400000032908"", ""400000033700""]"
400000032411,Xerox DocuColor DC260,[],"[""400000032581"", ""400000032516"", ""400000033704"", ""400000032107"", ""400000032577"", ""400000031838"", ""400000032104"", ""400000032151"", ""400000033573"", ""400000032121"", ""400000032108"", ""400000032149""]"
400000026945,Samsung ML-4551N,"[""400000030461"", ""400000026926""]",[]
400000028951,Brother HL-1112,"[""400000030198"", ""400000028961""]","[""400000030641"", ""400000025926""]"
400000027803,HP Color LaserJet CM2320nf,"[""400000018143"", ""400000030580"", ""400000019312"", ""400000020487"", ""400000018145""]","[""400000015427"", ""400000029033"", ""400000026157"", ""400000022933""]"
400000026976,Xerox Phaser 5500DN,"[""400000026977"", ""400000030302""]","[""400000033573""]"
400000033253,Canon ImagePress C265,"[""400000033045"", ""400000033046"", ""400000033047"", ""400000033048""]","[""400000033193"", ""400000033195"", ""400000033194""]"
400000032670,Konica Minolta Bizhub C4000i,[],"[""400000032570"", ""400000030894"", ""400000030897""]"
400000027180,Oki C511dn,"[""400000027172"", ""400000027175"", ""400000027176"", ""400000030590"", ""400000027174""]",[]
400000028509,Canon i-SENSYS MF3220,"[""400000012250"", ""200000001808"", ""400000026727""]","[""400000011757"", ""400000033095"", ""400000002831"", ""400000010374""]"
400000026903,Samsung ML-3310,"[""400000020350"", ""400000030457"", ""400000030456""]","[""400000022448"", ""400000024172""]"
400000033149,Konica Minolta/Develop ineo+ 754e,"[""400000033051"", ""400000032909""]",[]
400000032419,Konica Minolta Bizhub Press 1250,"[""400000024192""]","[""400000032173"", ""400000031867"", ""400000031932"", ""400000031868"", ""400000033724"", ""400000032908"", ""400000033700""]"
400000029764,Brother DCP-L2540DNR,"[""400000023506"", ""400000030323"", ""400000030269"", ""400000029773""]",[]
400000026718,Samsung ML-2571N,"[""400000023563"", ""400000026133"", ""400000030438"", ""400000015225""]","[""400000011148"", ""400000025156"", ""400000021215""]"
400000033750,Pantum P3302DW,"[""400000033642""]","[""400000032005""]"
400000028714,Canon i-SENSYS MF9130,"[""400000030567"", ""400000028710"", ""400000028709"", ""400000028708"", ""400000028711""]","[""400000002802"", ""400000022933""]"
400000033528,Konica Minolta bizhub C451i,[],[]
400000026461,HP LaserJet 1010,"[""200000000402"", ""400000013234"", ""400000011519"", ""400000005168"", ""400000012388"", ""400000011518"", ""400000013499""]","[""400000021723"", ""400000030633"", ""400000015958"", ""400000009229"", ""400000002831"", ""400000021698"", ""400000033096"", ""400000016407"", ""400000021558"", ""400000009931""]"
400000026164,Kyocera Mita FS-1030D,"[""400000004751"", ""400000011818"", ""400000030422""]","[""400000024601"", ""400000030644"", ""400000030643""]"
400000033782,Ricoh Pro C5200S,"[""400000033696"", ""400000033693"", ""400000033695"", ""400000033694""]","[""400000033697""]"
400000033617,Pantum M7108DN,"[""400000033513""]",[]
400000033416,Konica Minolta bizhub 20p,[],[]
400000026594,HP LaseJet P1005,"[""400000006930"", ""400000015579"", ""400000004003"", ""400000030274"", ""400000026129"", ""400000030363""]","[""400000012999"", ""400000014883"", ""400000009850"", ""400000030312"", ""400000030632"", ""400000017602"", ""400000022453"", ""400000021698"", ""400000030017"", ""400000033099"", ""400000030165"", ""400000030314"", ""400000030021""]"
400000033752,Pantum M6700DW,"[""400000033642""]","[""400000032005""]"
400000027278,Brother HL-2132R,"[""400000030306"", ""400000030500"", ""400000030278"", ""400000029061"", ""400000030502"", ""400000019642""]","[""400000027142""]"
400000028920,Brother MFC-8350,"[""400000028905"", ""400000029972""]","[""400000023607""]"
400000026602,HP LaserJet Pro P1102,"[""400000023401"", ""400000013848"", ""400000030272"", ""400000015579"", ""400000030518"", ""400000030274"", ""400000026129"", ""400000030363"", ""400000026130""]","[""400000012999"", ""400000014883"", ""400000009850"", ""400000030312"", ""400000030020"", ""400000030632"", ""400000017602"", ""400000022453"", ""400000030165"", ""400000030017"", ""400000030314"", ""400000030021""]"
400000029740,Samsung SL-M3875FD,"[""400000029744""]",[]
400000029539,Kyocera FS-C2126,"[""400000022456"", ""400000024440"", ""400000022457"", ""400000029787"", ""400000021218""]","[""400000021249"", ""400000021251"", ""400000021250"", ""400000021248""]"
400000026575,HP LaserJet 4250,"[""200000003714"", ""400000030379""]","[""400000015038"", ""200000001820""]"
400000029510,Pantum P1000,"[""400000030430""]","[""400000025306""]"
400000032646,Xerox WorkCentre WC27755,[],"[""400000032567""]"
400000026367,Kyocera KM-3050,"[""400000030490"", ""200000005717"", ""400000016149""]","[""400000025387""]"
400000026888,Xerox WorkCentre 3550X,"[""400000026889"", ""400000029758""]","[""400000021215""]"
400000033762,Ricoh Pro C9210,"[""400000033689"", ""400000033691"", ""400000033690"", ""400000033692""]","[""400000033698""]"
400000032305,Xerox Versant 280 Press,"[""400000031874"", ""400000031875"", ""400000031876"", ""400000032841"", ""400000030961"", ""400000031581"", ""400000030964"", ""400000030963"", ""400000030962"", ""400000031873"", ""400000032839"", ""400000032842"", ""400000032840"", ""400000031669"", ""400000031668"", ""400000031582""]","[""400000031459"", ""400000032556"", ""400000032563"", ""400000033545"", ""400000031584"", ""400000033573"", ""400000031984"", ""400000031847"", ""400000032564"", ""400000031583"", ""400000031986"", ""400000031954"", ""400000031985"", ""400000032578"", ""400000032940"", ""400000032580"", ""400000031953"", ""400000031955"", ""400000032566"", ""400000032516"", ""400000031672"", ""400000031848"", ""400000033575"", ""400000032868"", ""400000031952"", ""400000031987"", ""400000032561"", ""400000032565"", ""400000032581"", ""400000031849"", ""400000031846"", ""400000032517"", ""400000031671"", ""400000032579""]"
400000028071,Brother MFC-7820NR,"[""400000024237"", ""400000030303""]","[""400000030642"", ""400000023678""]"
400000029062,HP HP LaserJet Pro 400 Color M451nw,"[""400000030587""]","[""400000029033""]"
400000033168,Xerox Versant 3100i Press,"[""400000030966"", ""400000030969"", ""400000030968"", ""400000030967""]","[""400000031459"", ""400000032556"", ""400000032563"", ""400000033545"", ""400000033573"", ""400000032627"", ""400000031847"", ""400000032564"", ""400000032578"", ""400000032940"", ""400000032580"", ""400000032703"", ""400000032702"", ""400000032566"", ""400000032516"", ""400000032701"", ""400000031848"", ""400000033575"", ""400000032868"", ""400000032561"", ""400000032565"", ""400000032581"", ""400000031849"", ""400000031846"", ""400000032517"", ""400000032579""]"
400000033214,Konica Minolta Bizhub Pro C6501P,[],[]
400000026912,Xerox WorkCentre 3325,"[""400000029756"", ""400000029757"", ""400000026910""]","[""400000024172""]"
400000028999,Canon PC 941,"[""400000027202"", ""400000029970"", ""400000027203""]","[""400000023565""]"
400000026561,HP LaserJet M5035 mfp,"[""400000030487"", ""400000026562""]",[]
400000033820,Konica Minolta bizhub PRO 8150,[],"[""400000033186"", ""400000031931""]"
400000027277,Brother MFC-7840WR,"[""400000017384"", ""400000030307"", ""400000018695""]","[""400000023678""]"
400000028936,Brother MFC-9850,"[""400000028905"", ""400000029972""]","[""400000023607""]"
400000027913,Canon i-SENSYS LBP5050,"[""400000015968"", ""400000016596"", ""400000016957"", ""400000016081"", ""400000030566"", ""400000016080""]","[""400000015427"", ""400000016907"", ""400000029033"", ""400000016908"", ""400000026157"", ""400000011107"", ""400000022933""]"
400000026958,Samsung SCX-5639FW,"[""400000020350"", ""400000030457"", ""400000030456""]","[""400000022448""]"
400000028758,Canon i-SENSYS MF729Cx,"[""400000030570"", ""400000018143"", ""400000020487"", ""400000018145"", ""400000018144""]","[""400000015427"", ""400000022933""]"
400000029507,Samsung ProXpress SL-M4020ND,"[""400000030462""]","[""400000021560""]"
400000026886,Ricoh SP 201N,"[""400000030433"", ""400000026941""]",[]
400000028943,Brother HL-1110,"[""400000030198"", ""400000028961""]","[""400000030641"", ""400000025926""]"
400000027760,HP color LaserJet CM3530 MFP,"[""400000011093"", ""400000011096"", ""400000011095"", ""400000011094""]","[""400000026157"", ""400000029033"", ""400000011107"", ""400000022933""]"
400000028832,HP LaserJet Ultra MFP M134fn,"[""400000028819"", ""400000030404""]","[""400000030635"", ""400000025158""]"
400000029810,Kyocera TASKalfa 552ci,"[""400000030601""]",[]
400000028676,HP Color LaserJet 3600,"[""400000028678"", ""400000028679"", ""400000030577"", ""400000028677"", ""400000028671""]","[""400000002802"", ""400000022933""]"
400000028675,HP Color LaserJet CP3505n,"[""400000028672"", ""400000030577"", ""400000028673"", ""400000028674"", ""400000028671""]","[""400000002802"", ""400000022933""]"
400000026529,HP LaserJet 1320,"[""200000000728"", ""400000015428"", ""400000018130"", ""400000017383""]","[""400000033098"", ""400000015958"", ""400000011758"", ""200000003556"", ""400000011851"", ""400000002831"", ""400000021214"", ""400000025157"", ""400000021698"", ""400000030634"", ""400000015038"", ""400000021558""]"
400000026234,Kyocera Ecosys M2735DW,"[""400000024268"", ""400000030427""]","[""400000024174"", ""400000024601"", ""400000024602""]"
400000026940,Samsung ProXpress SL-M4080,"[""400000030463"", ""400000026925""]",[]
400000026788,Xerox Phaser 3100,"[""400000005382"", ""400000023831"", ""400000004252""]","[""400000012993"", ""400000022363""]"
400000033588,Konica Minolta PagePro 4650EN,[],[]
400000026446,HP LaserJet 1150,"[""400000030365"", ""400000012992"", ""400000014970"", ""400000013500"", ""400000011524""]","[""400000011757"", ""400000015958"", ""400000011851"", ""400000002831"", ""400000021214"", ""400000025157"", ""400000021698"", ""400000010374"", ""400000033095""]"
400000033208,Konica Minolta/Develop Develop Ineo + 6501,[],"[""400000030671"", ""400000030670"", ""400000033192"", ""400000030673"", ""400000033185"", ""400000033188"", ""400000032838"", ""400000030672"", ""400000033189""]"
400000029785,Kyocera Ecosys P6026cdn,"[""400000029787""]",[]
400000027253,Oki B432dn,"[""400000026650"", ""400000030432""]",[]
400000026876,Samsung ML-2955,"[""400000030453"", ""400000013496"", ""400000030452""]","[""400000021245""]"
400000032467,Canon ImagePress C710,"[""400000031828"", ""400000031827"", ""400000031826"", ""400000031829""]","[""400000032683"", ""400000032147"", ""400000032148"", ""400000032684""]"
400000028462,Canon Fax-L360,"[""400000028381"", ""400000030201""]","[""400000002831""]"
400000030114,Brother HL-5250DN,"[""400000030116"", ""400000030111""]",[]
400000028949,Brother HL-2230,"[""400000029061"", ""400000019642""]","[""400000027142""]"
400000026508,Canon LaserBase MF6560PL,"[""400000030516"", ""400000027303""]","[""400000020431""]"
400000028873,Samsung Xpress SL-M2071,"[""400000022914"", ""400000030465"", ""400000026134""]","[""400000016877""]"
400000026294,Kyocera FS-6950dn,"[""400000030277"", ""400000026292""]","[""400000024174"", ""400000024601""]"
400000033746,Pantum  P3020D,"[""400000033642""]","[""400000032005""]"
400000026452,HP LaserJet Pro MFP M29a,"[""400000026217"", ""400000030393""]","[""400000017602"", ""400000026018"", ""400000033100""]"
400000027793,Canon i-SENSYS LBP7680Cx,"[""400000032752"", ""400000030570"", ""400000018143"", ""400000019312"", ""400000020487"", ""400000018145"", ""400000032753"", ""400000032755"", ""400000032754""]","[""400000015427"", ""400000030612"", ""400000022933""]"
400000032422,Konica Minolta bizhub PRESS C1070,"[""400000031353"", ""400000032292"", ""400000031352"", ""400000031354"", ""400000032291"", ""400000032293"", ""400000032294"", ""400000031351""]","[""400000033639"", ""400000033729"", ""400000032870"", ""400000033721"", ""400000031931"", ""400000033724"", ""400000033702"", ""400000033632"", ""400000033638"", ""400000031229"", ""400000031859"", ""400000033731"", ""400000033182"", ""400000031871"", ""400000033631"", ""400000033699"", ""400000033732"", ""400000033180"", ""400000032259"", ""400000031820"", ""400000031430"", ""400000030973"", ""400000031517"", ""400000031929"", ""400000033240"", ""400000033635"", ""400000033730"", ""400000033722"", ""400000031615"", ""400000033713"", ""400000033633"", ""400000033700"", ""400000033725"", ""400000033703"", ""400000031470"", ""400000031515"", ""400000033183"", ""400000033727"", ""400000033184"", ""400000031420"", ""400000031422"", ""400000033720"", ""400000033701"", ""400000033728"", ""400000033636"", ""400000031469"", ""400000031346"", ""400000033723"", ""400000031819"", ""400000031115"", ""400000031516"", ""400000033181"", ""400000032836"", ""400000031471"", ""400000031518""]"
400000026568,HP LaserJet P3015,"[""400000014452"", ""400000030388"", ""400000030387"", ""400000016954""]","[""400000022452"", ""400000030165"", ""400000027143"", ""400000030314""]"
400000029741,Samsung SL-M3875FW,"[""400000029744""]",[]
400000027294,Brother MFC-7860DW,"[""400000030507"", ""400000017385"", ""400000030505"", ""400000019681"", ""400000029061"", ""400000030508"", ""400000019642""]","[""400000027142""]"
400000032407,Xerox DocuColor DC240,[],"[""400000032581"", ""400000032516"", ""400000033704"", ""400000032107"", ""400000032577"", ""400000031838"", ""400000032104"", ""400000032151"", ""400000033573"", ""400000032121"", ""400000032108"", ""400000032149""]"
400000033430,Konica Minolta bizhub 235,[],"[""400000030896""]"
400000028749,Canon i-SENSYS LBP7750Cdn,"[""400000028748"", ""400000030571"", ""400000028746"", ""400000028747"", ""400000028745""]","[""400000016907"", ""400000029033"", ""400000016908"", ""400000026157"", ""400000011107"", ""400000022933""]"
400000033544,Konica Minoltabizhub C4001i,[],[]
400000032475,Canon ImagePress C65,"[""400000031828"", ""400000031827"", ""400000031826"", ""400000031829""]","[""400000032683"", ""400000032147"", ""400000032148"", ""400000032684""]"
400000026404,Canon PC-d320,"[""400000030509"", ""400000026405""]","[""400000015958""]"
400000033618,Pantum M7108DW,"[""400000033513""]",[]
400000026628,Canon i-SENSYS MF4570dn,"[""400000014981"", ""400000015579"", ""400000030514"", ""400000026499"", ""400000014786"", ""400000026129""]","[""400000012999"", ""400000014883"", ""400000009850"", ""400000033101"", ""400000030632"", ""400000017602"", ""400000030165"", ""400000030017"", ""400000030022"", ""400000030314"", ""400000030021""]"
400000026445,Canon LaserBase MF5770,"[""400000012250"", ""200000001808"", ""400000026727"", ""400000030270""]","[""400000011757"", ""400000015958"", ""400000002831"", ""400000010374"", ""400000033095""]"
400000028806,Canon i-SENSYS MF237w,"[""400000028813"", ""400000030324""]","[""400000017602"", ""400000030314"", ""400000030017"", ""400000009850""]"
400000026920,Xerox Phaser 3500,"[""400000026919"", ""400000030484""]",[]
400000030107,Brother DCP-1623WR,"[""400000030106""]",[]
400000028410,Canon Fax-L290,"[""400000028381"", ""400000030201""]","[""400000002831""]"
400000026736,Samsung SCX-4500,"[""400000030439"", ""400000026734""]",[]
400000026893,Xerox Phaser 3435DN,"[""400000030483"", ""400000026894""]","[""400000021215""]"
400000032663,Konica Minolta Bizhub 360i,[],"[""400000021871"", ""400000031820"", ""400000030897"", ""400000032570"", ""400000033724"", ""400000031433"", ""400000030898"", ""400000032571""]"
400000026761,Samsung SCX-4200,"[""400000003401"", ""400000013239""]","[""400000022273"", ""400000013576"", ""200000001644"", ""400000027146""]"
400000033498,Konica Minolta Bizhub 43,[],[]
400000033252,Canon ImagePress C170,"[""400000033045"", ""400000033046"", ""400000033047"", ""400000033048""]","[""400000033193"", ""400000033195"", ""400000033194""]"
400000024285,Kyocera P3050DN,"[""400000024360"", ""400000030411"", ""400000024269""]","[""400000030648"", ""400000030881"", ""400000030652"", ""400000024174"", ""400000024602"", ""400000030647"", ""400000030650"", ""400000030649"", ""400000024601"", ""400000030651"", ""400000033383""]"
400000031069,Konica Minolta bizhub C287,"[""400000024046"", ""400000024047"", ""400000024041""]","[""400000024649"", ""400000030895"", ""400000030894"", ""400000033724"", ""400000031615"", ""400000030896"", ""400000031222"", ""400000030898"", ""400000030950""]"
400000033331,Konica Minolta AccurioPress 6272P,"[""400000031360""]","[""400000033724"", ""400000031615"", ""400000031923"", ""400000032908"", ""400000033700"", ""400000031824""]"
400000026534,Canon i-SENSYS LBP3360,"[""400000026532"", ""400000018130"", ""400000030336"", ""400000015428"", ""400000030337""]","[""400000015958"", ""400000011758"", ""200000003556"", ""400000011851"", ""400000002831"", ""400000021214"", ""400000025157"", ""400000030634""]"
400000032628,Konica Minolta Bizhub C226,[],"[""400000032500"", ""400000030950""]"
400000024051,Kyocera P3055DN,"[""400000024360"", ""400000030412"", ""400000024088"", ""400000024269""]","[""400000030648"", ""400000024174"", ""400000030652"", ""400000024602"", ""400000030647"", ""400000030649"", ""400000024601"", ""400000033383""]"
400000032668,Konica Minolta Bizhub C3320i,[],"[""400000032570"", ""400000030894"", ""400000030897""]"
400000032355,Konica Minolta AccurioPrint C3070L,"[""400000032832"", ""400000032833"", ""400000032831"", ""400000024198""]","[""400000033639"", ""400000032870"", ""400000033721"", ""400000031931"", ""400000033724"", ""400000033632"", ""400000033638"", ""400000033182"", ""400000031871"", ""400000031430"", ""400000033631"", ""400000033729"", ""400000033180"", ""400000032259"", ""400000031820"", ""400000030973"", ""400000031517"", ""400000031929"", ""400000033240"", ""400000033635"", ""400000033730"", ""400000030972"", ""400000033722"", ""400000033713"", ""400000033633"", ""400000031802"", ""400000033703"", ""400000031470"", ""400000031515"", ""400000033183"", ""400000033184"", ""400000031420"", ""400000031422"", ""400000033720"", ""400000033701"", ""400000033636"", ""400000031435"", ""400000033346"", ""400000031469"", ""400000031346"", ""400000033723"", ""400000031819"", ""400000031516"", ""400000033181"", ""400000032836"", ""400000031471"", ""400000031518""]"
400000028663,HP LaserJet Pro 200 Color MFP M276,"[""400000016596"", ""400000030586"", ""400000016081"", ""400000015968"", ""400000016080"", ""400000016957""]","[""400000015427"", ""400000016907"", ""400000029033"", ""400000016908"", ""400000026157"", ""400000022933""]"
400000026263,Kyocera Ecosys M3540dn,"[""400000013493"", ""400000021984"", ""400000021985""]","[""400000030648"", ""400000024174"", ""400000030647"", ""400000030650"", ""400000024153"", ""400000030649"", ""400000024601""]"
400000028461,Canon Fax-L350,"[""400000028381"", ""400000030201""]","[""400000002831""]"
400000033496,Konica Minolta bizhub 651i,[],[]
400000026535,HP LaserJet P2014,"[""400000002772"", ""400000018130"", ""400000015428"", ""400000003099""]","[""400000015958"", ""400000011758"", ""200000003556"", ""400000011851"", ""400000002831"", ""400000021214"", ""400000025157"", ""400000021698""]"
400000026748,Samsung ML-1660,"[""400000007100"", ""400000023775"", ""400000012991""]","[""400000033603"", ""400000027145"", ""400000030637"", ""400000010377""]"
400000033757,Pantum M7200FDW,"[""400000033642""]","[""400000032005""]"
400000026757,Samsung ML-1865,"[""400000007100"", ""400000023775"", ""400000012991""]","[""400000033603"", ""400000027145"", ""400000030637"", ""400000010377""]"
400000027230,Pantum P2500,"[""400000033759"", ""400000027209"", ""400000030431""]","[""400000030952"", ""400000029060"", ""400000025307"", ""400000033102""]"
400000025770,Kyocera P3150DN,"[""400000024360"", ""400000030411"", ""400000024269""]","[""400000030648"", ""400000024174"", ""400000024602"", ""400000030649"", ""400000024601"", ""400000033383""]"
400000030112,Brother DCP-8065DN,"[""400000030116"", ""400000030111""]",[]
400000031008,Konica Minolta Bizhub 368,[],"[""400000021871"", ""400000030887"", ""400000031520"", ""400000030947"", ""400000030728"", ""400000032500"", ""400000030897"", ""400000032570"", ""400000032568"", ""400000031615"", ""400000030896"", ""400000030664"", ""400000030898"", ""400000030907"", ""400000030886"", ""400000031612"", ""400000032571""]"
400000028994,Canon PC 745,"[""400000027202"", ""400000029970"", ""400000027203""]","[""400000023565""]"
400000028967,Brother MFC-1912,"[""400000030198"", ""400000028961""]","[""400000025926""]"
400000028464,Canon imageRunner 1133,"[""400000028465"", ""400000030510""]","[""400000002831"", ""400000015958"", ""400000013502""]"
400000030999,Xerox WorkCentre 7228,"[""400000030923"", ""400000030922"", ""400000030924"", ""400000030978"", ""400000031065""]","[""400000030925""]"
400000029503,HP LaserJet 2100,"[""200000000396""]","[""400000022452""]"
400000033133,Xerox WorkCentre 7835i,"[""400000032575"", ""400000032555"", ""400000031939"", ""400000031937"", ""400000031938"", ""400000031936""]","[""400000031851"", ""400000032574"", ""400000033247"", ""400000031850"", ""400000031853"", ""400000033245"", ""400000031852""]"
400000033411,Konica Minolta bizhub 7616v,[],[]
400000026339,Kyocera TASKAlfa 2201,"[""400000030492"", ""400000026336""]","[""400000024601""]"
400000033783,Ricoh Pro C5210S,"[""400000033696"", ""400000033693"", ""400000033695"", ""400000033694""]","[""400000033697""]"
400000027799,Canon i-SENSYS MF8350Cdn,"[""400000032752"", ""400000030570"", ""400000018143"", ""400000019312"", ""400000020487"", ""400000018145"", ""400000032753"", ""400000032755"", ""400000032754""]","[""400000030612"", ""400000022933""]"
400000033212,Konica Minolta Bizhub Pro C6501E,[],[]
400000026194,Kyocera FS-9530,"[""400000005606""]",[]
400000030681,Kyocera KM-2030,[],[]
400000026205,Kyocera Mita FS-1110,"[""400000021431"", ""400000013261"", ""400000020244""]","[""400000030644""]"
400000026545,Canon i-SENSYS LBP351X,"[""400000030349"", ""400000026548""]",[]
400000026802,Samsung ML-2165,"[""400000030446"", ""400000030275"", ""400000014788""]","[""400000020379"", ""400000021432"", ""400000013495"", ""400000030639"", ""400000016877"", ""400000033110"", ""400000018141""]"
400000032394,Konica Minolta AccurioPress C7100,[],"[""400000031871"", ""400000031802"", ""400000031346"", ""400000031820"", ""400000033639"", ""400000031819"", ""400000032870"", ""400000031931"", ""400000033724"", ""400000033722"", ""400000033713"", ""400000032836"", ""400000033720"", ""400000033638"", ""400000033701"", ""400000033182"", ""400000033636""]"
400000028962,Brother MFC-1810,"[""400000030198"", ""400000028961""]","[""400000030641"", ""400000025926""]"
400000026460,Canon LBP1760,"[""400000030358"", ""400000026456""]",[]
400000033431,Konica Minolta bizhub 222,[],"[""400000030896""]"
400000028778,HP color LaserJet CM3530fs MFP,"[""400000011093""]","[""400000016907"", ""400000029033"", ""400000016908"", ""400000026157"", ""400000011107""]"
400000032381,Konica Minolta Bizhub C454e,[],"[""400000021871"", ""400000031427"", ""400000030897"", ""400000033724"", ""400000032568"", ""400000030896"", ""400000032571"", ""400000031918"", ""400000016173"", ""400000030894"", ""400000032500"", ""400000031615"", ""400000030898"", ""400000032569"", ""400000030946"", ""400000031930"", ""400000032570"", ""400000030906"", ""400000031611"", ""400000031920"", ""400000030888"", ""400000031222"", ""400000030945"", ""400000031919""]"
400000028741,Canon i-SENSYS LBP7110Cw,"[""400000025606"", ""400000016596"", ""400000016957"", ""400000025605"", ""400000016081"", ""400000025607"", ""400000025604"", ""400000016080"", ""400000030569""]","[""400000015427"", ""400000016907"", ""400000029033"", ""400000016908"", ""400000026157"", ""400000022933""]"
400000032405,Xerox Digital Color Press DC700i,"[""400000030959"", ""400000031599"", ""400000031924"", ""400000030958"", ""400000031598"", ""400000032968"", ""400000030957"", ""400000031597"", ""400000032970"", ""400000031927"", ""400000031925"", ""400000032969"", ""400000031926"", ""400000030960"", ""400000032967"", ""400000031600""]","[""400000032577"", ""400000031840"", ""400000033573"", ""400000033580"", ""400000031844"", ""400000032107"", ""400000031841"", ""400000032516"", ""400000031839"", ""400000031836"", ""400000032104"", ""400000033581"", ""400000032151"", ""400000033575"", ""400000032576"", ""400000033578"", ""400000031843"", ""400000031837"", ""400000032150"", ""400000033579"", ""400000032581"", ""400000031838"", ""400000032629"", ""400000032121"", ""400000031842"", ""400000032108"", ""400000032149""]"
400000033389,Konica Minolta 7020,[],"[""400000031820""]"
400000033442,Konica Minolta MagiColor 7450 II,[],"[""400000030896""]"
400000032382,Konica Minolta AccurioPress C3080P,"[""400000031353"", ""400000032292"", ""400000031352"", ""400000031354"", ""400000032291"", ""400000032293"", ""400000032294"", ""400000031351""]","[""400000032870"", ""400000033721"", ""400000031931"", ""400000033724"", ""400000033632"", ""400000033638"", ""400000031229"", ""400000031859"", ""400000033182"", ""400000031871"", ""400000031430"", ""400000033631"", ""400000033729"", ""400000033180"", ""400000032259"", ""400000031820"", ""400000030973"", ""400000031517"", ""400000031929"", ""400000033240"", ""400000033635"", ""400000033730"", ""400000033722"", ""400000033713"", ""400000033633"", ""400000031802"", ""400000033703"", ""400000031470"", ""400000031515"", ""400000033183"", ""400000033184"", ""400000031420"", ""400000031422"", ""400000033720"", ""400000033701"", ""400000033636"", ""400000031435"", ""400000031469"", ""400000031346"", ""400000033723"", ""400000031819"", ""400000031115"", ""400000031516"", ""400000033181"", ""400000032836"", ""400000031471"", ""400000031518""]"
400000026972,Oki B2500 MFP,"[""400000026971"", ""400000030524"", ""400000030525"", ""400000026970""]",[]
400000033248,Konica Minolta AccurioLabel 190,[],"[""400000032870"", ""400000033721"", ""400000033724"", ""400000033702"", ""400000033632"", ""400000031859"", ""400000033699"", ""400000033631"", ""400000031820"", ""400000030973"", ""400000033635"", ""400000033730"", ""400000030972"", ""400000033722"", ""400000033633"", ""400000033700"", ""400000033725"", ""400000031470"", ""400000033727"", ""400000031420"", ""400000031422"", ""400000033720"", ""400000033701"", ""400000033728"", ""400000033636"", ""400000031819"", ""400000031115"", ""400000033181"", ""400000031471""]"
400000028941,"Brother DCP-1200
","[""400000030498"", ""400000030499"", ""400000028905"", ""400000029972""]","[""400000023607""]"
400000028804,Canon i-SENSYS MF229dw,"[""400000028813"", ""400000030324""]","[""400000017602"", ""400000030314"", ""400000030017"", ""400000009850""]"
400000031006,Konica Minolta Bizhub 554e,[],"[""400000021871"", ""400000031427"", ""400000030897"", ""400000033724"", ""400000032568"", ""400000030896"", ""400000030907"", ""400000032571"", ""400000016173"", ""400000030887"", ""400000030894"", ""400000030728"", ""400000031615"", ""400000030898"", ""400000032570"", ""400000030664"", ""400000030886"", ""400000031611"", ""400000030888"", ""400000031222""]"
400000028352,HP LaserJet 3150,"[""400000028349"", ""400000030371""]","[""400000020431"", ""400000002831"", ""400000011759"", ""400000033097""]"
400000028382,Canon Fax-L200,"[""400000028381"", ""400000030201""]","[""400000002831""]"
400000033490,Konica Minolta Bizhub 4422,[],[]
400000026450,HP LaserJet Pro MFP M28a,"[""400000026217"", ""400000030393""]","[""400000017602"", ""400000026018"", ""400000033100"", ""400000030345""]"
400000033250,Konica Minolta AccurioPress C83hc,[],"[""400000033639"", ""400000032870"", ""400000033721"", ""400000031931"", ""400000033724"", ""400000033632"", ""400000033638"", ""400000031229"", ""400000031859"", ""400000033182"", ""400000031871"", ""400000033729"", ""400000033631"", ""400000033180"", ""400000031820"", ""400000030973"", ""400000033240"", ""400000033635"", ""400000033730"", ""400000033722"", ""400000033713"", ""400000033633"", ""400000031802"", ""400000033703"", ""400000031470"", ""400000033183"", ""400000033184"", ""400000031420"", ""400000031422"", ""400000033720"", ""400000033701"", ""400000033636"", ""400000031435"", ""400000033723"", ""400000031819"", ""400000031115"", ""400000033181"", ""400000032836"", ""400000031471""]"
400000028837,HP LaserJet Pro MFP M227fdw,"[""400000028823"", ""400000030062"", ""400000030396"", ""400000030397"", ""400000024342""]","[""400000030635"", ""400000025158""]"
400000033176,Xerox PrimeLink B9136,[],"[""400000032581"", ""400000032516""]"
400000030719,Konica Minolta bizhub C654,"[""400000033178"", ""400000032909"", ""400000033051"", ""400000033179"", ""400000033177""]","[""400000030887"", ""400000030907"", ""400000030894"", ""400000030728"", ""400000033730"", ""400000033724"", ""400000031615"", ""400000031222"", ""400000031609"", ""400000031345"", ""400000031364"", ""400000030664"", ""400000030886""]"
400000026589,HP LaserJet Enterprise M601dn,"[""400000030380"", ""400000020052""]","[""400000030165"", ""400000030314""]"
400000033132,Xerox WorkCentre 7845i,"[""400000032575"", ""400000032555"", ""400000031939"", ""400000031937"", ""400000031938"", ""400000031936""]","[""400000031851"", ""400000032574"", ""400000033247"", ""400000031850"", ""400000031853"", ""400000033245"", ""400000031852""]"
